label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,7]
784.d2	[0,-1,0,-114,127]	4 0 2
784.e1	[0,0,0,-14651,682570]	4 0 2
784.e2	[0,0,0,-2891,-47334]	4 0 2
784.e3	[0,0,0,-931,10290]	4 0 2
784.e4	[0,0,0,49,686]	4 0 2
784.f1	[0,0,0,-29155,-1915998]	4 0 2
784.f2	[0,0,0,-1715,-33614]	4 0 2
784.f3	[0,0,0,-595,5586]	4 0 2
784.f4	[0,0,0,-35,98]	4 0 2
784.g1	[0,1,0,-142,-701]	4 0 2
784.g2	[0,1,0,-2,-1]	4 0 2
784.h1	[0,1,0,-16,-29]	4 0 2
784.i1	[0,-1,0,-1976,-32752]	4 0 2
784.i2	[0,-1,0,-16,-1392]	4 0 2
784.j1	[0,0,0,-7,-7]	4 0 2
864.a1	[0,0,0,-216,-1296]	5 3 0
864.b1	[0,0,0,24,16]	5 3 0
864.c1	[0,0,0,24,-16]	5 3 0
864.d1	[0,0,0,-216,1296]	5 3 0
864.e1	[0,0,0,-3,6]	5 3 0
864.f1	[0,0,0,-3,-6]	5 3 0
864.g1	[0,0,0,-27,-162]	5 3 0
864.h1	[0,0,0,-27,162]	5 3 0
864.i1	[0,0,0,-24,48]	5 3 0
864.j1	[0,0,0,216,-432]	5 3 0
864.k1	[0,0,0,216,432]	5 3 0
864.l1	[0,0,0,-24,-48]	5 3 0
882.a1	[1,-1,0,-4566,119916]	1 2 2
882.a2	[1,-1,0,579,366533]	1 2 2
882.b1	[1,-1,0,-592713,175784769]	1 2 2
882.b2	[1,-1,0,-403083,-97454421]	1 2 2
882.b3	[1,-1,0,-45873,1349865]	1 2 2
882.b4	[1,-1,0,-37053,2752245]	1 2 2
882.b5	[1,-1,0,-1773,63909]	1 2 2
882.b6	[1,-1,0,170217,10295991]	1 2 2
882.c1	[1,-1,0,-62190,6208852]	1 2 2
882.c2	[1,-1,0,-450,-8366]	1 2 2
882.d1	[1,-1,0,-1269,-17739]	1 2 2
882.d2	[1,-1,0,-9,27]	1 2 2
882.e1	[1,-1,0,-93,-323]	1 2 2
882.e2	[1,-1,0,12,-1072]	1 2 2
882.f1	[1,-1,1,-60647,5606115]	1 2 2
882.f2	[1,-1,1,1093,296475]	1 2 2
882.g1	[1,-1,1,-6404,199847]	1 2 2
882.g2	[1,-1,1,211,1397]	1 2 2
882.h1	[1,-1,1,-839,9559]	1 2 2
882.h2	[1,-1,1,1,39]	1 2 2
882.i1	[1,-1,1,-1204160,-508296477]	1 2 2
882.i2	[1,-1,1,-75200,-7941405]	1 2 2
882.i3	[1,-1,1,-15665,-614631]	1 2 2
882.i4	[1,-1,1,-4640,122721]	1 2 2
882.i5	[1,-1,1,-230,2769]	1 2 2
882.i6	[1,-1,1,1975,-57207]	1 2 2
882.j1	[1,-1,1,-41096,-3196637]	1 2 2
882.j2	[1,-1,1,64,-13597]	1 2 2
882.k1	[1,-1,1,-313781,-67920051]	1 2 2
882.k2	[1,-1,1,10354,-499971]	1 2 2
882.l1	[1,-1,1,-1238,-15991]	1 2 2
882.l2	[1,-1,1,22,-871]	1 2 2
896.a1	[0,0,0,-40,-96]	7 0 1
896.a2	[0,0,0,-5,2]	7 0 1
896.b1	[0,0,0,-20,16]	7 0 1
896.b2	[0,0,0,-10,-12]	7 0 1
896.c1	[0,0,0,-20,-16]	7 0 1
896.c2	[0,0,0,-10,12]	7 0 1
896.d1	[0,0,0,-40,96]	7 0 1
896.d2	[0,0,0,-5,-2]	7 0 1
972.a1	[0,0,0,0,-972]	2 5 0
972.a2	[0,0,0,0,36]	2 5 0
972.b1	[0,0,0,0,-243]	2 5 0
972.b2	[0,0,0,0,9]	2 5 0
972.c1	[0,0,0,0,-12]	2 5 0
972.c2	[0,0,0,0,324]	2 5 0
972.d1	[0,0,0,0,-3]	2 5 0
972.d2	[0,0,0,0,81]	2 5 0
1008.a1	[0,0,0,-327,-2270]	4 2 1
1008.a2	[0,0,0,-12,-65]	4 2 1
1008.b1	[0,0,0,-36291,2661010]	4 2 1
1008.b2	[0,0,0,-3531,-9686]	4 2 1
1008.b3	[0,0,0,-2271,41470]	4 2 1
1008.b4	[0,0,0,-66,1339]	4 2 1
1008.c1	[0,0,0,-6,-5]	4 2 1
1008.c2	[0,0,0,9,-26]	4 2 1
1008.d1	[0,0,0,-2691,53730]	4 2 1
1008.d2	[0,0,0,-531,-3726]	4 2 1
1008.d3	[0,0,0,-171,810]	4 2 1
1008.d4	[0,0,0,9,54]	4 2 1
1008.e1	[0,0,0,-1371,19514]	4 2 1
1008.e2	[0,0,0,-111,110]	4 2 1
1008.e3	[0,0,0,-66,-205]	4 2 1
1008.e4	[0,0,0,429,866]	4 2 1
1008.f1	[0,0,0,-111,-450]	4 2 1
1008.f2	[0,0,0,-6,-9]	4 2 1
1008.g1	[0,0,0,-16455,-812446]	4 2 1
1008.g2	[0,0,0,-1020,-12913]	4 2 1
1008.g3	[0,0,0,-255,-502]	4 2 1
1008.g4	[0,0,0,60,-61]	4 2 1
1008.h1	[0,0,0,-393195,-94898662]	4 2 1
1008.h2	[0,0,0,-24555,-1485286]	4 2 1
1008.h3	[0,0,0,-5115,-115414]	4 2 1
1008.h4	[0,0,0,-1515,22682]	4 2 1
1008.h5	[0,0,0,-75,506]	4 2 1
1008.h6	[0,0,0,645,-10582]	4 2 1
1008.i1	[0,0,0,-54,135]	4 2 1
1008.i2	[0,0,0,81,702]	4 2 1
1008.j1	[0,0,0,-193539,32771842]	4 2 1
1008.j2	[0,0,0,-131619,-18202718]	4 2 1
1008.j3	[0,0,0,-14979,249730]	4 2 1
1008.j4	[0,0,0,-12099,511810]	4 2 1
1008.j5	[0,0,0,-579,11842]	4 2 1
1008.j6	[0,0,0,55581,1929058]	4 2 1
1008.k1	[0,0,0,-999,12150]	4 2 1
1008.k2	[0,0,0,-54,243]	4 2 1
1008.l1	[0,0,0,-112899,-14601022]	4 2 1
1008.l2	[0,0,0,-7059,-227950]	4 2 1
1008.l3	[0,0,0,-5619,161138]	4 2 1
1008.l4	[0,0,0,-4899,-370078]	4 2 1
1008.l5	[0,0,0,-579,-1150]	4 2 1
1008.l6	[0,0,0,141,-142]	4 2 1
1008.m1	[0,0,0,-363,-2630]	4 2 1
1008.m2	[0,0,0,-3,-110]	4 2 1
1134.a1	[1,-1,0,-96,-424]	1 4 1
1134.a2	[1,-1,0,9,3]	1 4 1
1134.b1	[1,-1,0,-225,1357]	1 4 1
1134.c1	[1,-1,0,9,-35]	1 4 1
1134.d1	[1,-1,0,-663,-16867]	1 4 1
1134.d2	[1,-1,0,72,528]	1 4 1
1134.e1	[1,-1,1,-74,649]	1 4 1
1134.e2	[1,-1,1,646,-14903]	1 4 1
1134.f1	[1,-1,1,79,865]	1 4 1
1134.g1	[1,-1,1,-2027,-34613]	1 4 1
1134.h1	[1,-1,1,-11,19]	1 4 1
1134.h2	[1,-1,1,79,-161]	1 4 1
1152.a1	[0,0,0,-1272,-17440]	7 2 0
1152.a2	[0,0,0,-57,-430]	7 2 0
1152.b1	[0,0,0,-1272,17440]	7 2 0
1152.b2	[0,0,0,-57,430]	7 2 0
1152.c1	[0,0,0,-21,-34]	7 2 0
1152.c2	[0,0,0,24,-160]	7 2 0
1152.d1	[0,0,0,-216,-864]	7 2 0
1152.d2	[0,0,0,-81,270]	7 2 0
1152.e1	[0,0,0,-36,-80]	7 2 0
1152.e2	[0,0,0,-6,4]	7 2 0
1152.f1	[0,0,0,-216,864]	7 2 0
1152.f2	[0,0,0,-81,-270]	7 2 0
1152.g1	[0,0,0,-36,80]	7 2 0
1152.g2	[0,0,0,-6,-4]	7 2 0
1152.h1	[0,0,0,-21,34]	7 2 0
1152.h2	[0,0,0,24,160]	7 2 0
1152.i1	[0,0,0,-120,-416]	7 2 0
1152.i2	[0,0,0,15,-38]	7 2 0
1152.j1	[0,0,0,-30,-52]	7 2 0
1152.j2	[0,0,0,60,-304]	7 2 0
1152.k1	[0,0,0,-30,52]	7 2 0
1152.k2	[0,0,0,60,304]	7 2 0
1152.l1	[0,0,0,-120,416]	7 2 0
1152.l2	[0,0,0,15,38]	7 2 0
1152.m1	[0,0,0,-84,-272]	7 2 0
1152.m2	[0,0,0,6,-20]	7 2 0
1152.n1	[0,0,0,-24,32]	7 2 0
1152.n2	[0,0,0,-9,-10]	7 2 0
1152.o1	[0,0,0,-324,2160]	7 2 0
1152.o2	[0,0,0,-54,-108]	7 2 0
1152.p1	[0,0,0,-24,-32]	7 2 0
1152.p2	[0,0,0,-9,10]	7 2 0
1152.q1	[0,0,0,-324,-2160]	7 2 0
1152.q2	[0,0,0,-54,108]	7 2 0
1152.r1	[0,0,0,-84,272]	7 2 0
1152.r2	[0,0,0,6,20]	7 2 0
1152.s1	[0,0,0,-318,-2180]	7 2 0
1152.s2	[0,0,0,-228,-3440]	7 2 0
1152.t1	[0,0,0,-318,2180]	7 2 0
1152.t2	[0,0,0,-228,3440]	7 2 0
1176.a1	[0,-1,0,-7464,-245412]	3 1 2
1176.a2	[0,-1,0,-604,-1196]	3 1 2
1176.a3	[0,-1,0,-359,2724]	3 1 2
1176.a4	[0,-1,0,2336,-11780]	3 1 2
1176.b1	[0,-1,0,-128,540]	3 1 2
1176.b2	[0,-1,0,12,36]	3 1 2
1176.c1	[0,-1,0,40,204]	3 1 2
1176.d1	[0,-1,0,-457,-10163]	3 1 2
1176.e1	[0,1,0,-9,27]	3 1 2
1176.f1	[0,1,0,-197584,-33870544]	3 1 2
1176.f2	[0,1,0,-19224,116640]	3 1 2
1176.f3	[0,1,0,-12364,-530944]	3 1 2
1176.f4	[0,1,0,-359,-17130]	3 1 2
1176.g1	[0,1,0,1944,-73872]	3 1 2
1176.h1	[0,1,0,-6288,-172656]	3 1 2
1176.h2	[0,1,0,572,-13504]	3 1 2
1176.i1	[0,1,0,-18832,988448]	3 1 2
1176.i2	[0,1,0,-3152,-69168]	3 1 2
1176.i3	[0,1,0,-1192,14720]	3 1 2
1176.i4	[0,1,0,-212,-960]	3 1 2
1176.i5	[0,1,0,33,-78]	3 1 2
1176.i6	[0,1,0,768,60192]	3 1 2
1296.a1	[0,0,0,-39,-94]	4 4 0
1296.a2	[0,0,0,81,-486]	4 4 0
1296.b1	[0,0,0,-189,999]	4 4 0
1296.b2	[0,0,0,-9,-9]	4 4 0
1296.c1	[0,0,0,-99,-414]	4 4 0
1296.c2	[0,0,0,621,594]	4 4 0
1296.d1	[0,0,0,-3,-14]	4 4 0
1296.e1	[0,0,0,-3,1]	4 4 0
1296.f1	[0,0,0,-17235,-870894]	4 4 0
1296.f2	[0,0,0,-13635,-1244862]	4 4 0
1296.f3	[0,0,0,-675,7074]	4 4 0
1296.f4	[0,0,0,45,18]	4 4 0
1296.g1	[0,0,0,-155115,23514138]	4 4 0
1296.g2	[0,0,0,-1515,46106]	4 4 0
1296.g3	[0,0,0,-75,-262]	4 4 0
1296.g4	[0,0,0,405,-486]	4 4 0
1296.h1	[0,0,0,-27,378]	4 4 0
1296.i1	[0,0,0,-27,-27]	4 4 0
1296.j1	[0,0,0,-351,2538]	4 4 0
1296.j2	[0,0,0,9,18]	4 4 0
1296.k1	[0,0,0,-81,243]	4 4 0
1296.k2	[0,0,0,-21,-37]	4 4 0
1296.l1	[0,0,0,-891,11178]	4 4 0
1296.l2	[0,0,0,69,-22]	4 4 0
1323.a1	[0,0,1,-189,992]	0 3 2
1323.b1	[0,0,1,-147,-86]	0 3 2
1323.c1	[0,0,1,-9261,-340342]	0 3 2
1323.d1	[1,-1,1,-4052,-353510]	0 3 2
1323.e1	[1,-1,1,1,4]	0 3 2
1323.f1	[1,-1,1,64,-1592]	0 3 2
1323.g1	[1,-1,1,-83,1054]	0 3 2
1323.h1	[0,0,1,-20874,-1160798]	0 3 2
1323.h2	[0,0,1,-10584,419060]	0 3 2
1323.h3	[0,0,1,-294,-1115]	0 3 2
1323.i1	[0,0,1,-13230,585758]	0 3 2
1323.i2	[0,0,1,-1470,-21695]	0 3 2
1323.i3	[0,0,1,0,-86]	0 3 2
1323.i4	[0,0,1,0,2315]	0 3 2
1323.j1	[0,0,1,0,-2]	0 3 2
1323.j2	[0,0,1,0,47]	0 3 2
1323.k1	[0,0,1,0,-16207]	0 3 2
1323.k2	[0,0,1,0,600]	0 3 2
1323.l1	[0,0,1,-187866,31341539]	0 3 2
1323.l2	[0,0,1,-2646,30098]	0 3 2
1323.l3	[0,0,1,-1176,-15521]	0 3 2
1323.m1	[1,-1,0,-9,-36]	0 3 2
1323.n1	[1,-1,0,579,42398]	0 3 2
1323.o1	[1,-1,0,12,-127]	0 3 2
1323.p1	[1,-1,0,-450,13243]	0 3 2
1323.q1	[0,0,1,-1029,12605]	0 3 2
1323.r1	[0,0,1,-1323,2315]	0 3 2
1323.s1	[0,0,1,-21,-37]	0 3 2
1344.a1	[0,-1,0,-145,721]	6 1 1
1344.a2	[0,-1,0,-5,21]	6 1 1
1344.b1	[0,-1,0,-16129,-783071]	6 1 1
1344.b2	[0,-1,0,-1569,3393]	6 1 1
1344.b3	[0,-1,0,-1009,-11951]	6 1 1
1344.b4	[0,-1,0,-29,-387]	6 1 1
1344.c1	[0,-1,0,-609,5985]	6 1 1
1344.c2	[0,-1,0,-49,49]	6 1 1
1344.c3	[0,-1,0,-29,-51]	6 1 1
1344.c4	[0,-1,0,191,193]	6 1 1
1344.d1	[0,-1,0,-449,3585]	6 1 1
1344.d2	[0,-1,0,-89,-231]	6 1 1
1344.d3	[0,-1,0,-84,-270]	6 1 1
1344.d4	[0,-1,0,191,-1631]	6 1 1
1344.e1	[0,-1,0,-8,-6]	6 1 1
1344.e2	[0,-1,0,7,-39]	6 1 1
1344.f1	[0,-1,0,-7313,-238287]	6 1 1
1344.f2	[0,-1,0,-453,-3675]	6 1 1
1344.f3	[0,-1,0,-113,-111]	6 1 1
1344.f4	[0,-1,0,27,-27]	6 1 1
1344.g1	[0,-1,0,-50177,-4309503]	6 1 1
1344.g2	[0,-1,0,-3137,-66495]	6 1 1
1344.g3	[0,-1,0,-2497,48577]	6 1 1
1344.g4	[0,-1,0,-2177,-108927]	6 1 1
1344.g5	[0,-1,0,-257,-255]	6 1 1
1344.g6	[0,-1,0,63,-63]	6 1 1
1344.h1	[0,-1,0,-897,-10047]	6 1 1
1344.h2	[0,-1,0,-57,-135]	6 1 1
1344.h3	[0,-1,0,-12,18]	6 1 1
1344.h4	[0,-1,0,63,-735]	6 1 1
1344.i1	[0,-1,0,-86017,-9681503]	6 1 1
1344.i2	[0,-1,0,-58497,5412897]	6 1 1
1344.i3	[0,-1,0,-6657,-71775]	6 1 1
1344.i4	[0,-1,0,-5377,-149855]	6 1 1
1344.i5	[0,-1,0,-257,-3423]	6 1 1
1344.i6	[0,-1,0,24703,-579807]	6 1 1
1344.j1	[0,-1,0,-376,2338]	6 1 1
1344.j2	[0,-1,0,839,13273]	6 1 1
1344.k1	[0,1,0,-145,-721]	6 1 1
1344.k2	[0,1,0,-5,-21]	6 1 1
1344.l1	[0,1,0,-449,-3585]	6 1 1
1344.l2	[0,1,0,-89,231]	6 1 1
1344.l3	[0,1,0,-84,270]	6 1 1
1344.l4	[0,1,0,191,1631]	6 1 1
1344.m1	[0,1,0,-16129,783071]	6 1 1
1344.m2	[0,1,0,-1569,-3393]	6 1 1
1344.m3	[0,1,0,-1009,11951]	6 1 1
1344.m4	[0,1,0,-29,387]	6 1 1
1344.n1	[0,1,0,-609,-5985]	6 1 1
1344.n2	[0,1,0,-49,-49]	6 1 1
1344.n3	[0,1,0,-29,51]	6 1 1
1344.n4	[0,1,0,191,-193]	6 1 1
1344.o1	[0,1,0,-7313,238287]	6 1 1
1344.o2	[0,1,0,-453,3675]	6 1 1
1344.o3	[0,1,0,-113,111]	6 1 1
1344.o4	[0,1,0,27,27]	6 1 1
1344.p1	[0,1,0,-8,6]	6 1 1
1344.p2	[0,1,0,7,39]	6 1 1
1344.q1	[0,1,0,-86017,9681503]	6 1 1
1344.q2	[0,1,0,-58497,-5412897]	6 1 1
1344.q3	[0,1,0,-6657,71775]	6 1 1
1344.q4	[0,1,0,-5377,149855]	6 1 1
1344.q5	[0,1,0,-257,3423]	6 1 1
1344.q6	[0,1,0,24703,579807]	6 1 1
1344.r1	[0,1,0,-897,10047]	6 1 1
1344.r2	[0,1,0,-57,135]	6 1 1
1344.r3	[0,1,0,-12,-18]	6 1 1
1344.r4	[0,1,0,63,735]	6 1 1
1344.s1	[0,1,0,-50177,4309503]	6 1 1
1344.s2	[0,1,0,-3137,66495]	6 1 1
1344.s3	[0,1,0,-2497,-48577]	6 1 1
1344.s4	[0,1,0,-2177,108927]	6 1 1
1344.s5	[0,1,0,-257,255]	6 1 1
1344.s6	[0,1,0,63,63]	6 1 1
1344.t1	[0,1,0,-376,-2338]	6 1 1
1344.t2	[0,1,0,839,-13273]	6 1 1
1512.a1	[0,0,0,-27,-810]	3 3 1
1512.b1	[0,0,0,-362988,82933524]	3 3 1
1512.c1	[0,0,0,837,26406]	3 3 1
1512.d1	[0,0,0,-108,324]	3 3 1
1512.e1	[0,0,0,-243,1566]	3 3 1
1512.f1	[0,0,0,-1188,7236]	3 3 1
1512.g1	[0,0,0,-12,-12]	3 3 1
1512.h1	[0,0,0,93,-978]	3 3 1
1512.i1	[0,0,0,-40332,-3071612]	3 3 1
1512.j1	[0,0,0,-132,-268]	3 3 1
1512.k1	[0,0,0,-27,-58]	3 3 1
1512.l1	[0,0,0,-3,30]	3 3 1
1568.a1	[0,1,0,-3544,-82104]	5 0 2
1568.a2	[0,1,0,-114,-2528]	5 0 2
1568.b1	[0,1,0,-408,-1940]	5 0 2
1568.b2	[0,1,0,82,-176]	5 0 2
1568.c1	[0,1,0,-72,-260]	5 0 2
1568.c2	[0,1,0,-2,-8]	5 0 2
1568.d1	[0,0,0,-1372,0]	5 0 2
1568.d2	[0,0,0,343,0]	5 0 2
1568.e1	[0,0,0,-539,-4802]	5 0 2
1568.e2	[0,0,0,-539,4802]	5 0 2
1568.e3	[0,0,0,-49,0]	5 0 2
1568.e4	[0,0,0,196,0]	5 0 2
1568.f1	[0,0,0,-28,0]	5 0 2
1568.f2	[0,0,0,7,0]	5 0 2
1568.g1	[0,-1,0,-3544,82104]	5 0 2
1568.g2	[0,-1,0,-114,2528]	5 0 2
1568.h1	[0,-1,0,-408,1940]	5 0 2
1568.h2	[0,-1,0,82,176]	5 0 2
1568.i1	[0,-1,0,-72,260]	5 0 2
1568.i2	[0,-1,0,-2,8]	5 0 2
1701.a1	[0,0,1,-27,56]	0 5 1
1701.b1	[0,0,1,81,-952]	0 5 1
1701.c1	[1,-1,1,-11,16]	0 5 1
1701.d1	[1,-1,1,-2,-2]	0 5 1
1701.e1	[1,-1,1,-3782,90802]	0 5 1
1701.f1	[1,-1,0,-420,-3223]	0 5 1
1701.g1	[1,-1,0,-15,62]	0 5 1
1701.h1	[1,-1,0,-96,-343]	0 5 1
1701.i1	[0,0,1,9,35]	0 5 1
1701.j1	[0,0,1,-243,-1519]	0 5 1
1728.a1	[0,0,0,-432,-4320]	6 3 0
1728.b1	[0,0,0,-432,4320]	6 3 0
1728.c1	[0,0,0,-7884,-357264]	6 3 0
1728.c2	[0,0,0,-204,1136]	6 3 0
1728.c3	[0,0,0,756,5616]	6 3 0
1728.d1	[0,0,0,-7884,357264]	6 3 0
1728.d2	[0,0,0,-204,-1136]	6 3 0
1728.d3	[0,0,0,756,-5616]	6 3 0
1728.e1	[0,0,0,-6,6]	6 3 0
1728.f1	[0,0,0,54,-54]	6 3 0
1728.g1	[0,0,0,54,54]	6 3 0
1728.h1	[0,0,0,-6,-6]	6 3 0
1728.i1	[0,0,0,-108,-7344]	6 3 0
1728.j1	[0,0,0,-108,-1296]	6 3 0
1728.k1	[0,0,0,-108,1296]	6 3 0
1728.l1	[0,0,0,-108,7344]	6 3 0
1728.m1	[0,0,0,0,-32]	6 3 0
1728.m2	[0,0,0,0,864]	6 3 0
1728.n1	[0,0,0,-1080,-13662]	6 3 0
1728.n2	[0,0,0,-120,506]	6 3 0
1728.n3	[0,0,0,0,-54]	6 3 0
1728.n4	[0,0,0,0,2]	6 3 0
1728.o1	[0,0,0,-1080,13662]	6 3 0
1728.o2	[0,0,0,-120,-506]	6 3 0
1728.o3	[0,0,0,0,-2]	6 3 0
1728.o4	[0,0,0,0,54]	6 3 0
1728.p1	[0,0,0,0,-864]	6 3 0
1728.p2	[0,0,0,0,32]	6 3 0
1728.q1	[0,0,0,-12,48]	6 3 0
1728.r1	[0,0,0,-12,272]	6 3 0
1728.s1	[0,0,0,-12,-272]	6 3 0
1728.t1	[0,0,0,-12,-48]	6 3 0
1728.u1	[0,0,0,-54,-162]	6 3 0
1728.v1	[0,0,0,6,2]	6 3 0
1728.w1	[0,0,0,6,-2]	6 3 0
1728.x1	[0,0,0,-54,162]	6 3 0
1728.y1	[0,0,0,-1836,-30672]	6 3 0
1728.y2	[0,0,0,-876,13232]	6 3 0
1728.y3	[0,0,0,84,-208]	6 3 0
1728.z1	[0,0,0,-1836,30672]	6 3 0
1728.z2	[0,0,0,-876,-13232]	6 3 0
1728.z3	[0,0,0,84,208]	6 3 0
1728.ba1	[0,0,0,-48,160]	6 3 0
1728.bb1	[0,0,0,-48,-160]	6 3 0
1764.a1	[0,0,0,-62769,6052921]	2 2 2
1764.a2	[0,0,0,-1029,2401]	2 2 2
1764.b1	[0,0,0,-19551,974806]	2 2 2
1764.b2	[0,0,0,-4116,-84035]	2 2 2
1764.c1	[0,0,0,57624,-1142876]	2 2 2
1764.d1	[0,0,0,0,-28]	2 2 2
1764.d2	[0,0,0,0,756]	2 2 2
1764.e1	[0,0,0,-6615,203742]	2 2 2
1764.e2	[0,0,0,-735,-7546]	2 2 2
1764.e3	[0,0,0,0,-343]	2 2 2
1764.e4	[0,0,0,0,9261]	2 2 2
1764.f1	[0,0,0,0,-259308]	2 2 2
1764.f2	[0,0,0,0,9604]	2 2 2
1764.g1	[0,0,0,-806295,-278668978]	2 2 2
1764.g2	[0,0,0,-49980,-4429159]	2 2 2
1764.g3	[0,0,0,-12495,-172186]	2 2 2
1764.g4	[0,0,0,2940,-20923]	2 2 2
1764.h1	[0,0,0,1176,3332]	2 2 2
1764.i1	[0,0,0,-399,-2842]	2 2 2
1764.i2	[0,0,0,-84,245]	2 2 2
1764.j1	[0,0,0,-1281,-17647]	2 2 2
1764.j2	[0,0,0,-21,-7]	2 2 2
1764.k1	[0,0,0,-16023,-778610]	2 2 2
1764.k2	[0,0,0,-588,-22295]	2 2 2
1792.a1	[0,1,0,-525,4459]	8 0 1
1792.a2	[0,1,0,-35,49]	8 0 1
1792.b1	[0,1,0,-29,-5]	8 0 1
1792.b2	[0,1,0,-19,-39]	8 0 1
1792.c1	[0,1,0,-77,235]	8 0 1
1792.c2	[0,1,0,-7,-3]	8 0 1
1792.d1	[0,1,0,-141,-533]	8 0 1
1792.d2	[0,1,0,-131,-623]	8 0 1
1792.e1	[0,-1,0,-525,-4459]	8 0 1
1792.e2	[0,-1,0,-35,-49]	8 0 1
1792.f1	[0,-1,0,-29,5]	8 0 1
1792.f2	[0,-1,0,-19,39]	8 0 1
1792.g1	[0,-1,0,-77,-235]	8 0 1
1792.g2	[0,-1,0,-7,3]	8 0 1
1792.h1	[0,-1,0,-141,533]	8 0 1
1792.h2	[0,-1,0,-131,623]	8 0 1
1944.a1	[0,0,0,-27,-90]	3 5 0
1944.b1	[0,0,0,-486,-4131]	3 5 0
1944.c1	[0,0,0,-36,84]	3 5 0
1944.d1	[0,0,0,9,-6]	3 5 0
1944.e1	[0,0,0,-243,1134]	3 5 0
1944.f1	[0,0,0,-27,-42]	3 5 0
1944.g1	[0,0,0,-54,153]	3 5 0
1944.h1	[0,0,0,-324,-2268]	3 5 0
1944.i1	[0,0,0,81,162]	3 5 0
1944.j1	[0,0,0,-243,2430]	3 5 0
2016.a1	[0,0,0,-3036,-64384]	5 2 1
2016.a2	[0,0,0,-1011,11594]	5 2 1
2016.a3	[0,0,0,-201,-880]	5 2 1
2016.a4	[0,0,0,429,-5290]	5 2 1
2016.b1	[0,0,0,-3036,64384]	5 2 1
2016.b2	[0,0,0,-1011,-11594]	5 2 1
2016.b3	[0,0,0,-201,880]	5 2 1
2016.b4	[0,0,0,429,5290]	5 2 1
2016.c1	[0,0,0,-7020,226368]	5 2 1
2016.c2	[0,0,0,-405,4104]	5 2 1
2016.d1	[0,0,0,-300,-1888]	5 2 1
2016.d2	[0,0,0,15,-124]	5 2 1
2016.e1	[0,0,0,-75,142]	5 2 1
2016.e2	[0,0,0,15,16]	5 2 1
2016.f1	[0,0,0,-780,-8384]	5 2 1
2016.f2	[0,0,0,-45,-152]	5 2 1
2016.g1	[0,0,0,-75,-142]	5 2 1
2016.g2	[0,0,0,15,-16]	5 2 1
2016.h1	[0,0,0,-780,8384]	5 2 1
2016.h2	[0,0,0,-45,152]	5 2 1
2016.i1	[0,0,0,-300,1888]	5 2 1
2016.i2	[0,0,0,15,124]	5 2 1
2016.j1	[0,0,0,-7020,-226368]	5 2 1
2016.j2	[0,0,0,-405,-4104]	5 2 1
2016.k1	[0,0,0,-2019,34918]	5 2 1
2016.k2	[0,0,0,-444,-3008]	5 2 1
2016.k3	[0,0,0,-129,520]	5 2 1
2016.k4	[0,0,0,141,2410]	5 2 1
2016.l1	[0,0,0,-2019,-34918]	5 2 1
2016.l2	[0,0,0,-444,3008]	5 2 1
2016.l3	[0,0,0,-129,-520]	5 2 1
2016.l4	[0,0,0,141,-2410]	5 2 1
2016.m1	[0,0,0,-13548,477920]	5 2 1
2016.m2	[0,0,0,1887,45740]	5 2 1
2016.n1	[0,0,0,-13548,-477920]	5 2 1
2016.n2	[0,0,0,1887,-45740]	5 2 1
2268.a1	[0,0,0,-1161,16389]	2 4 1
2268.b1	[0,0,0,-405,-3159]	2 4 1
2268.b2	[0,0,0,15,-23]	2 4 1
2268.c1	[0,0,0,-45,117]	2 4 1
2268.c2	[0,0,0,135,621]	2 4 1
2268.d1	[0,0,0,-129,-607]	2 4 1
2304.a1	[0,0,0,-72,0]	8 2 0
2304.a2	[0,0,0,18,0]	8 2 0
2304.b1	[0,0,0,-5826,-171160]	8 2 0
2304.b2	[0,0,0,-5736,-176704]	8 2 0
2304.b3	[0,0,0,-66,200]	8 2 0
2304.b4	[0,0,0,24,704]	8 2 0
2304.c1	[0,0,0,-6,0]	8 2 0
2304.c2	[0,0,0,24,0]	8 2 0
2304.d1	[0,0,0,-216,0]	8 2 0
2304.d2	[0,0,0,54,0]	8 2 0
2304.e1	[0,0,0,-5826,171160]	8 2 0
2304.e2	[0,0,0,-5736,176704]	8 2 0
2304.e3	[0,0,0,-66,-200]	8 2 0
2304.e4	[0,0,0,24,-704]	8 2 0
2304.f1	[0,0,0,-210,-1168]	8 2 0
2304.f2	[0,0,0,-120,-2176]	8 2 0
2304.g1	[0,0,0,-840,-9344]	8 2 0
2304.g2	[0,0,0,-30,-272]	8 2 0
2304.h1	[0,0,0,-120,-448]	8 2 0
2304.h2	[0,0,0,-30,56]	8 2 0
2304.i1	[0,0,0,-120,448]	8 2 0
2304.i2	[0,0,0,-30,-56]	8 2 0
2304.j1	[0,0,0,-840,9344]	8 2 0
2304.j2	[0,0,0,-30,272]	8 2 0
2304.k1	[0,0,0,-210,1168]	8 2 0
2304.k2	[0,0,0,-120,2176]	8 2 0
2304.l1	[0,0,0,-23304,-1369280]	8 2 0
2304.l2	[0,0,0,-1434,-22088]	8 2 0
2304.l3	[0,0,0,-264,1600]	8 2 0
2304.l4	[0,0,0,6,88]	8 2 0
2304.m1	[0,0,0,-54,0]	8 2 0
2304.m2	[0,0,0,216,0]	8 2 0
