label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,11]
1152.d2	[0,0,0,-81,270]	7 2 0
1152.e1	[0,0,0,-36,-80]	7 2 0
1152.e2	[0,0,0,-6,4]	7 2 0
1152.f1	[0,0,0,-216,864]	7 2 0
1152.f2	[0,0,0,-81,-270]	7 2 0
1152.g1	[0,0,0,-36,80]	7 2 0
1152.g2	[0,0,0,-6,-4]	7 2 0
1152.h1	[0,0,0,-21,34]	7 2 0
1152.h2	[0,0,0,24,160]	7 2 0
1152.i1	[0,0,0,-120,-416]	7 2 0
1152.i2	[0,0,0,15,-38]	7 2 0
1152.j1	[0,0,0,-30,-52]	7 2 0
1152.j2	[0,0,0,60,-304]	7 2 0
1152.k1	[0,0,0,-30,52]	7 2 0
1152.k2	[0,0,0,60,304]	7 2 0
1152.l1	[0,0,0,-120,416]	7 2 0
1152.l2	[0,0,0,15,38]	7 2 0
1152.m1	[0,0,0,-84,-272]	7 2 0
1152.m2	[0,0,0,6,-20]	7 2 0
1152.n1	[0,0,0,-24,32]	7 2 0
1152.n2	[0,0,0,-9,-10]	7 2 0
1152.o1	[0,0,0,-324,2160]	7 2 0
1152.o2	[0,0,0,-54,-108]	7 2 0
1152.p1	[0,0,0,-24,-32]	7 2 0
1152.p2	[0,0,0,-9,10]	7 2 0
1152.q1	[0,0,0,-324,-2160]	7 2 0
1152.q2	[0,0,0,-54,108]	7 2 0
1152.r1	[0,0,0,-84,272]	7 2 0
1152.r2	[0,0,0,6,20]	7 2 0
1152.s1	[0,0,0,-318,-2180]	7 2 0
1152.s2	[0,0,0,-228,-3440]	7 2 0
1152.t1	[0,0,0,-318,2180]	7 2 0
1152.t2	[0,0,0,-228,3440]	7 2 0
1188.a1	[0,0,0,24,-124]	2 3 1
1188.b1	[0,0,0,-135,702]	2 3 1
1188.b2	[0,0,0,945,-3834]	2 3 1
1188.c1	[0,0,0,-15,-26]	2 3 1
1188.c2	[0,0,0,105,142]	2 3 1
1188.d1	[0,0,0,216,3348]	2 3 1
1296.a1	[0,0,0,-39,-94]	4 4 0
1296.a2	[0,0,0,81,-486]	4 4 0
1296.b1	[0,0,0,-189,999]	4 4 0
1296.b2	[0,0,0,-9,-9]	4 4 0
1296.c1	[0,0,0,-99,-414]	4 4 0
1296.c2	[0,0,0,621,594]	4 4 0
1296.d1	[0,0,0,-3,-14]	4 4 0
1296.e1	[0,0,0,-3,1]	4 4 0
1296.f1	[0,0,0,-17235,-870894]	4 4 0
1296.f2	[0,0,0,-13635,-1244862]	4 4 0
1296.f3	[0,0,0,-675,7074]	4 4 0
1296.f4	[0,0,0,45,18]	4 4 0
1296.g1	[0,0,0,-155115,23514138]	4 4 0
1296.g2	[0,0,0,-1515,46106]	4 4 0
1296.g3	[0,0,0,-75,-262]	4 4 0
1296.g4	[0,0,0,405,-486]	4 4 0
1296.h1	[0,0,0,-27,378]	4 4 0
1296.i1	[0,0,0,-27,-27]	4 4 0
1296.j1	[0,0,0,-351,2538]	4 4 0
1296.j2	[0,0,0,9,18]	4 4 0
1296.k1	[0,0,0,-81,243]	4 4 0
1296.k2	[0,0,0,-21,-37]	4 4 0
1296.l1	[0,0,0,-891,11178]	4 4 0
1296.l2	[0,0,0,69,-22]	4 4 0
1408.a1	[0,0,0,-56,-160]	7 0 1
1408.a2	[0,0,0,-1,-6]	7 0 1
1408.b1	[0,0,0,-56,160]	7 0 1
1408.b2	[0,0,0,-1,6]	7 0 1
1408.c1	[0,0,0,-14,-20]	7 0 1
1408.c2	[0,0,0,-4,-48]	7 0 1
1408.d1	[0,0,0,-14,20]	7 0 1
1408.d2	[0,0,0,-4,48]	7 0 1
1452.a1	[0,-1,0,4,24]	2 1 2
1452.b1	[0,-1,0,444,-33768]	2 1 2
1452.c1	[0,-1,0,-156372,-23747832]	2 1 2
1452.c2	[0,-1,0,-9357,-401850]	2 1 2
1452.d1	[0,1,0,-24845,1499199]	2 1 2
1452.e1	[0,1,0,-205,-1201]	2 1 2
1452.f1	[0,1,0,-1492,10052]	2 1 2
1452.f2	[0,1,0,323,1340]	2 1 2
1452.g1	[0,1,0,-5334204,4740124068]	2 1 2
1452.g2	[0,1,0,-63444,6981588]	2 1 2
1452.h1	[0,1,0,-44084,-3577356]	2 1 2
1452.h2	[0,1,0,-524,-5436]	2 1 2
1584.a1	[0,0,0,-72147,-7458910]	4 2 1
1584.a2	[0,0,0,-71787,-7537030]	4 2 1
1584.b1	[0,0,0,-267,-1670]	4 2 1
1584.b2	[0,0,0,-27,10]	4 2 1
1584.c1	[0,0,0,-11631,482794]	4 2 1
1584.c2	[0,0,0,-696,8215]	4 2 1
1584.d1	[0,0,0,-4251,106666]	4 2 1
1584.d2	[0,0,0,-291,1330]	4 2 1
1584.d3	[0,0,0,-111,-434]	4 2 1
1584.d4	[0,0,0,789,8890]	4 2 1
1584.e1	[0,0,0,-111,-214]	4 2 1
1584.e2	[0,0,0,24,-25]	4 2 1
1584.f1	[0,0,0,-50691,-4392830]	4 2 1
1584.f2	[0,0,0,-3171,-68510]	4 2 1
1584.f3	[0,0,0,-1731,-131006]	4 2 1
1584.f4	[0,0,0,-291,34]	4 2 1
1584.g1	[0,0,0,-1126128,-459970256]	4 2 1
1584.g2	[0,0,0,-1488,-40016]	4 2 1
1584.g3	[0,0,0,-48,304]	4 2 1
1584.h1	[0,0,0,-11595,-478726]	4 2 1
1584.h2	[0,0,0,-5835,-954502]	4 2 1
1584.h3	[0,0,0,-795,8138]	4 2 1
1584.h4	[0,0,0,645,34346]	4 2 1
1584.i1	[0,0,0,-147555,21816162]	4 2 1
1584.i2	[0,0,0,-9315,333666]	4 2 1
1584.i3	[0,0,0,-2355,10994]	4 2 1
1584.i4	[0,0,0,-1395,-19918]	4 2 1
1584.j1	[0,0,0,-75,74]	4 2 1
1584.j2	[0,0,0,285,578]	4 2 1
1584.k1	[0,0,0,-21195,-296838]	4 2 1
1584.k2	[0,0,0,-16395,-808006]	4 2 1
1584.k3	[0,0,0,-12555,537786]	4 2 1
1584.k4	[0,0,0,-1035,-12358]	4 2 1
1584.l1	[0,0,0,-75,234]	4 2 1
1584.l2	[0,0,0,-15,-18]	4 2 1
1584.m1	[0,0,0,-675,-6318]	4 2 1
1584.m2	[0,0,0,-135,486]	4 2 1
1584.n1	[0,0,0,-6339,194258]	4 2 1
1584.n2	[0,0,0,-939,-6838]	4 2 1
1584.n3	[0,0,0,-399,2990]	4 2 1
1584.n4	[0,0,0,6,155]	4 2 1
1584.o1	[0,0,0,-21099,1178458]	4 2 1
1584.o2	[0,0,0,-1659,8170]	4 2 1
1584.o3	[0,0,0,-939,-10982]	4 2 1
1584.o4	[0,0,0,6261,63610]	4 2 1
1584.p1	[0,0,0,-696,-7108]	4 2 1
1584.p2	[0,0,0,24,-52]	4 2 1
1584.q1	[0,0,0,-36,108]	4 2 1
1584.r1	[0,0,0,-2403,45090]	4 2 1
1584.r2	[0,0,0,-243,-270]	4 2 1
1584.s1	[0,0,0,-1449363,-671604910]	4 2 1
1584.s2	[0,0,0,-1447923,-673006030]	4 2 1
1584.s3	[0,0,0,-6483,146450]	4 2 1
1584.s4	[0,0,0,16557,952850]	4 2 1
1728.a1	[0,0,0,-432,-4320]	6 3 0
1728.b1	[0,0,0,-432,4320]	6 3 0
1728.c1	[0,0,0,-7884,-357264]	6 3 0
1728.c2	[0,0,0,-204,1136]	6 3 0
1728.c3	[0,0,0,756,5616]	6 3 0
1728.d1	[0,0,0,-7884,357264]	6 3 0
1728.d2	[0,0,0,-204,-1136]	6 3 0
1728.d3	[0,0,0,756,-5616]	6 3 0
1728.e1	[0,0,0,-6,6]	6 3 0
1728.f1	[0,0,0,54,-54]	6 3 0
1728.g1	[0,0,0,54,54]	6 3 0
1728.h1	[0,0,0,-6,-6]	6 3 0
1728.i1	[0,0,0,-108,-7344]	6 3 0
1728.j1	[0,0,0,-108,-1296]	6 3 0
1728.k1	[0,0,0,-108,1296]	6 3 0
1728.l1	[0,0,0,-108,7344]	6 3 0
1728.m1	[0,0,0,0,-32]	6 3 0
1728.m2	[0,0,0,0,864]	6 3 0
1728.n1	[0,0,0,-1080,-13662]	6 3 0
1728.n2	[0,0,0,-120,506]	6 3 0
1728.n3	[0,0,0,0,-54]	6 3 0
1728.n4	[0,0,0,0,2]	6 3 0
1728.o1	[0,0,0,-1080,13662]	6 3 0
1728.o2	[0,0,0,-120,-506]	6 3 0
1728.o3	[0,0,0,0,-2]	6 3 0
1728.o4	[0,0,0,0,54]	6 3 0
1728.p1	[0,0,0,0,-864]	6 3 0
1728.p2	[0,0,0,0,32]	6 3 0
1728.q1	[0,0,0,-12,48]	6 3 0
1728.r1	[0,0,0,-12,272]	6 3 0
1728.s1	[0,0,0,-12,-272]	6 3 0
1728.t1	[0,0,0,-12,-48]	6 3 0
1728.u1	[0,0,0,-54,-162]	6 3 0
1728.v1	[0,0,0,6,2]	6 3 0
1728.w1	[0,0,0,6,-2]	6 3 0
1728.x1	[0,0,0,-54,162]	6 3 0
1728.y1	[0,0,0,-1836,-30672]	6 3 0
1728.y2	[0,0,0,-876,13232]	6 3 0
1728.y3	[0,0,0,84,-208]	6 3 0
1728.z1	[0,0,0,-1836,30672]	6 3 0
1728.z2	[0,0,0,-876,-13232]	6 3 0
1728.z3	[0,0,0,84,208]	6 3 0
1728.ba1	[0,0,0,-48,160]	6 3 0
1728.bb1	[0,0,0,-48,-160]	6 3 0
1782.a1	[1,-1,0,-476406,126684276]	1 4 1
1782.a2	[1,-1,0,-434661,149758613]	1 4 1
1782.b1	[1,-1,0,-447,-7795]	1 4 1
1782.b2	[1,-1,0,48,224]	1 4 1
1782.c1	[1,-1,0,-279,-1763]	1 4 1
1782.d1	[1,-1,0,-99,-363]	1 4 1
1782.e1	[1,-1,0,-18,48]	1 4 1
1782.e2	[1,-1,0,147,-667]	1 4 1
1782.f1	[1,-1,0,0,-2]	1 4 1
1782.g1	[1,-1,1,-2,55]	1 4 1
1782.h1	[1,-1,1,-164,-1133]	1 4 1
1782.h2	[1,-1,1,16,19]	1 4 1
1782.i1	[1,-1,1,-2513,50113]	1 4 1
1782.j1	[1,-1,1,-893,10693]	1 4 1
1782.k1	[1,-1,1,-50,305]	1 4 1
1782.k2	[1,-1,1,430,-6479]	1 4 1
1782.l1	[1,-1,1,-4287656,-3416187797]	1 4 1
1782.l2	[1,-1,1,-48296,-5530517]	1 4 1
1936.a1	[0,1,0,-4880,-514604]	4 0 2
1936.a2	[0,1,0,-480,3892]	4 0 2
1936.b1	[0,1,0,-58120,-5412684]	4 0 2
1936.b2	[0,1,0,-40,372]	4 0 2
1936.c1	[0,-1,0,-9357,-347279]	4 0 2
1936.c2	[0,-1,0,323,-2671]	4 0 2
1936.d1	[0,-1,0,1775,-24451]	4 0 2
1936.e1	[0,-1,0,15,13]	4 0 2
1936.f1	[0,0,0,-1331,29282]	4 0 2
1936.g1	[0,0,0,-11,-22]	4 0 2
1936.h1	[0,1,0,-14197,663331]	4 0 2
1936.h2	[0,1,0,-117,-541]	4 0 2
1936.i1	[0,1,0,-15140165,-22679876749]	4 0 2
1936.i2	[0,1,0,-20005,-1979309]	4 0 2
1936.i3	[0,1,0,-645,14771]	4 0 2
1936.j1	[0,-1,0,-100712,12669296]	4 0 2
1936.j2	[0,-1,0,5768,62064]	4 0 2
1936.k1	[0,-1,0,-832,-9216]	4 0 2
1936.k2	[0,-1,0,48,-64]	4 0 2
1936.l1	[0,0,0,-484,5324]	4 0 2
1944.a1	[0,0,0,-27,-90]	3 5 0
1944.b1	[0,0,0,-486,-4131]	3 5 0
1944.c1	[0,0,0,-36,84]	3 5 0
1944.d1	[0,0,0,9,-6]	3 5 0
1944.e1	[0,0,0,-243,1134]	3 5 0
1944.f1	[0,0,0,-27,-42]	3 5 0
1944.g1	[0,0,0,-54,153]	3 5 0
1944.h1	[0,0,0,-324,-2268]	3 5 0
1944.i1	[0,0,0,81,162]	3 5 0
1944.j1	[0,0,0,-243,2430]	3 5 0
2112.a1	[0,-1,0,-32065,-2199359]	6 1 1
2112.a2	[0,-1,0,-31905,-2222559]	6 1 1
2112.b1	[0,-1,0,-5169,-141327]	6 1 1
2112.b2	[0,-1,0,-309,-2331]	6 1 1
2112.c1	[0,-1,0,-49,-47]	6 1 1
2112.c2	[0,-1,0,11,-11]	6 1 1
2112.d1	[0,-1,0,-1889,-30975]	6 1 1
2112.d2	[0,-1,0,-129,-351]	6 1 1
2112.d3	[0,-1,0,-49,145]	6 1 1
2112.d4	[0,-1,0,351,-2751]	6 1 1
2112.e1	[0,-1,0,-22529,1309089]	6 1 1
2112.e2	[0,-1,0,-1409,20769]	6 1 1
2112.e3	[0,-1,0,-769,39073]	6 1 1
2112.e4	[0,-1,0,-129,33]	6 1 1
2112.f1	[0,-1,0,-1254529,541258849]	6 1 1
2112.f2	[0,-1,0,-78409,8476489]	6 1 1
2112.f3	[0,-1,0,-73569,9563553]	6 1 1
2112.f4	[0,-1,0,-5204,116478]	6 1 1
2112.g1	[0,-1,0,-393,-2871]	6 1 1
2112.g2	[0,-1,0,-353,-3519]	6 1 1
2112.h1	[0,-1,0,-33,33]	6 1 1
2112.h2	[0,-1,0,127,129]	6 1 1
2112.i1	[0,-1,0,-5153,-140127]	6 1 1
2112.i2	[0,-1,0,-2593,-281951]	6 1 1
2112.i3	[0,-1,0,-353,2529]	6 1 1
2112.i4	[0,-1,0,287,10081]	6 1 1
2112.j1	[0,-1,0,-9377,-346047]	6 1 1
2112.j2	[0,-1,0,-737,-2175]	6 1 1
2112.j3	[0,-1,0,-417,3393]	6 1 1
2112.j4	[0,-1,0,2783,-19775]	6 1 1
2112.k1	[0,-1,0,-32,78]	6 1 1
2112.k2	[0,-1,0,23,265]	6 1 1
2112.l1	[0,-1,0,-577,-4607]	6 1 1
2112.l2	[0,-1,0,-137,585]	6 1 1
2112.l3	[0,-1,0,-132,630]	6 1 1
2112.l4	[0,-1,0,223,2817]	6 1 1
2112.m1	[0,-1,0,-2817,58497]	6 1 1
2112.m2	[0,-1,0,-417,-1887]	6 1 1
2112.m3	[0,-1,0,-177,945]	6 1 1
2112.m4	[0,-1,0,3,45]	6 1 1
2112.n1	[0,-1,0,-644161,-198779327]	6 1 1
2112.n2	[0,-1,0,-643521,-199194687]	6 1 1
2112.n3	[0,-1,0,-2881,44353]	6 1 1
2112.n4	[0,-1,0,7359,279873]	6 1 1
2112.o1	[0,-1,0,-41,-87]	6 1 1
2112.o2	[0,-1,0,-1,-287]	6 1 1
2112.p1	[0,1,0,-32065,2199359]	6 1 1
2112.p2	[0,1,0,-31905,2222559]	6 1 1
2112.q1	[0,1,0,-1254529,-541258849]	6 1 1
2112.q2	[0,1,0,-78409,-8476489]	6 1 1
2112.q3	[0,1,0,-73569,-9563553]	6 1 1
2112.q4	[0,1,0,-5204,-116478]	6 1 1
2112.r1	[0,1,0,-22529,-1309089]	6 1 1
2112.r2	[0,1,0,-1409,-20769]	6 1 1
2112.r3	[0,1,0,-769,-39073]	6 1 1
2112.r4	[0,1,0,-129,-33]	6 1 1
2112.s1	[0,1,0,-1889,30975]	6 1 1
2112.s2	[0,1,0,-129,351]	6 1 1
2112.s3	[0,1,0,-49,-145]	6 1 1
2112.s4	[0,1,0,351,2751]	6 1 1
2112.t1	[0,1,0,-5169,141327]	6 1 1
2112.t2	[0,1,0,-309,2331]	6 1 1
2112.u1	[0,1,0,-49,47]	6 1 1
2112.u2	[0,1,0,11,11]	6 1 1
2112.v1	[0,1,0,-5153,140127]	6 1 1
2112.v2	[0,1,0,-2593,281951]	6 1 1
2112.v3	[0,1,0,-353,-2529]	6 1 1
2112.v4	[0,1,0,287,-10081]	6 1 1
2112.w1	[0,1,0,-393,2871]	6 1 1
2112.w2	[0,1,0,-353,3519]	6 1 1
2112.x1	[0,1,0,-33,-33]	6 1 1
2112.x2	[0,1,0,127,-129]	6 1 1
2112.y1	[0,1,0,-2817,-58497]	6 1 1
2112.y2	[0,1,0,-417,1887]	6 1 1
2112.y3	[0,1,0,-177,-945]	6 1 1
2112.y4	[0,1,0,3,-45]	6 1 1
2112.z1	[0,1,0,-577,4607]	6 1 1
2112.z2	[0,1,0,-137,-585]	6 1 1
2112.z3	[0,1,0,-132,-630]	6 1 1
2112.z4	[0,1,0,223,-2817]	6 1 1
2112.ba1	[0,1,0,-32,-78]	6 1 1
2112.ba2	[0,1,0,23,-265]	6 1 1
2112.bb1	[0,1,0,-9377,346047]	6 1 1
2112.bb2	[0,1,0,-737,2175]	6 1 1
2112.bb3	[0,1,0,-417,-3393]	6 1 1
2112.bb4	[0,1,0,2783,19775]	6 1 1
2112.bc1	[0,1,0,-41,87]	6 1 1
2112.bc2	[0,1,0,-1,287]	6 1 1
2112.bd1	[0,1,0,-644161,198779327]	6 1 1
2112.bd2	[0,1,0,-643521,199194687]	6 1 1
2112.bd3	[0,1,0,-2881,-44353]	6 1 1
2112.bd4	[0,1,0,7359,-279873]	6 1 1
2178.a1	[1,-1,0,-160287,-6133231]	1 2 2
2178.a2	[1,-1,0,-123987,-16773003]	1 2 2
2178.a3	[1,-1,0,-94947,11208005]	1 2 2
2178.a4	[1,-1,0,-7827,-255051]	1 2 2
2178.b1	[1,-1,0,-87687,-9934083]	1 2 2
2178.b2	[1,-1,0,-44127,-19839627]	1 2 2
2178.b3	[1,-1,0,-6012,170748]	1 2 2
2178.b4	[1,-1,0,4878,713070]	1 2 2
2178.c1	[1,-1,0,-517842,-143221028]	1 2 2
2178.c2	[1,-1,0,-38682,-1293836]	1 2 2
2178.d1	[1,-1,0,1611,-38219]	1 2 2
2178.e1	[1,-1,0,-14724,771876]	1 2 2
2178.f1	[1,-1,0,-468,-3888]	1 2 2
2178.f2	[1,-1,0,27,-27]	1 2 2
2178.g1	[1,-1,1,-383351,-91261299]	1 2 2
2178.g2	[1,-1,1,-23981,-1418799]	1 2 2
2178.g3	[1,-1,1,-13091,-2721243]	1 2 2
2178.g4	[1,-1,1,-2201,1257]	1 2 2
2178.h1	[1,-1,1,-1115885,453986965]	1 2 2
2178.h2	[1,-1,1,-70445,6956821]	1 2 2
2178.h3	[1,-1,1,-17810,233093]	1 2 2
2178.h4	[1,-1,1,-10550,-411595]	1 2 2
2178.i1	[1,-1,1,-4280,108771]	1 2 2
2178.i2	[1,-1,1,-320,1059]	1 2 2
2178.j1	[1,-1,1,-122,-547]	1 2 2
2178.k1	[1,-1,1,194908,50284743]	1 2 2
2178.l1	[1,-1,1,-56651,5344859]	1 2 2
2178.l2	[1,-1,1,3244,26183]	1 2 2
2178.m1	[1,-1,1,-10960808,-13964543161]	1 2 2
2178.m2	[1,-1,1,-10949918,-13993684801]	1 2 2
2178.m3	[1,-1,1,-49028,3057959]	1 2 2
2178.m4	[1,-1,1,125212,19784999]	1 2 2
2304.a1	[0,0,0,-72,0]	8 2 0
2304.a2	[0,0,0,18,0]	8 2 0
2304.b1	[0,0,0,-5826,-171160]	8 2 0
2304.b2	[0,0,0,-5736,-176704]	8 2 0
2304.b3	[0,0,0,-66,200]	8 2 0
2304.b4	[0,0,0,24,704]	8 2 0
2304.c1	[0,0,0,-6,0]	8 2 0
2304.c2	[0,0,0,24,0]	8 2 0
2304.d1	[0,0,0,-216,0]	8 2 0
2304.d2	[0,0,0,54,0]	8 2 0
2304.e1	[0,0,0,-5826,171160]	8 2 0
2304.e2	[0,0,0,-5736,176704]	8 2 0
2304.e3	[0,0,0,-66,-200]	8 2 0
2304.e4	[0,0,0,24,-704]	8 2 0
2304.f1	[0,0,0,-210,-1168]	8 2 0
2304.f2	[0,0,0,-120,-2176]	8 2 0
2304.g1	[0,0,0,-840,-9344]	8 2 0
2304.g2	[0,0,0,-30,-272]	8 2 0
2304.h1	[0,0,0,-120,-448]	8 2 0
2304.h2	[0,0,0,-30,56]	8 2 0
2304.i1	[0,0,0,-120,448]	8 2 0
2304.i2	[0,0,0,-30,-56]	8 2 0
2304.j1	[0,0,0,-840,9344]	8 2 0
2304.j2	[0,0,0,-30,272]	8 2 0
2304.k1	[0,0,0,-210,1168]	8 2 0
2304.k2	[0,0,0,-120,2176]	8 2 0
2304.l1	[0,0,0,-23304,-1369280]	8 2 0
2304.l2	[0,0,0,-1434,-22088]	8 2 0
2304.l3	[0,0,0,-264,1600]	8 2 0
2304.l4	[0,0,0,6,88]	8 2 0
2304.m1	[0,0,0,-54,0]	8 2 0
2304.m2	[0,0,0,216,0]	8 2 0
2304.n1	[0,0,0,-24,0]	8 2 0
2304.n2	[0,0,0,6,0]	8 2 0
2304.o1	[0,0,0,-23304,1369280]	8 2 0
2304.o2	[0,0,0,-1434,22088]	8 2 0
2304.o3	[0,0,0,-264,-1600]	8 2 0
2304.o4	[0,0,0,6,-88]	8 2 0
2304.p1	[0,0,0,-18,0]	8 2 0
2304.p2	[0,0,0,72,0]	8 2 0
2376.a1	[0,0,0,21,6]	3 3 1
2376.b1	[0,0,0,-540,-13932]	3 3 1
2376.c1	[0,0,0,-60,516]	3 3 1
2376.d1	[0,0,0,189,-162]	3 3 1
2592.a1	[0,0,0,-27,270]	5 4 0
2592.b1	[0,0,0,-27,-270]	5 4 0
2592.c1	[0,0,0,-108,-864]	5 4 0
2592.d1	[0,0,0,-108,864]	5 4 0
2592.e1	[0,0,0,-12,32]	5 4 0
2592.f1	[0,0,0,-12,-32]	5 4 0
2592.g1	[0,0,0,-3,-10]	5 4 0
2592.h1	[0,0,0,-3,10]	5 4 0
2904.a1	[0,-1,0,-164600,-720564]	3 1 2
2904.a2	[0,-1,0,-111360,14293116]	3 1 2
2904.b1	[0,-1,0,-1360,1036]	3 1 2
2904.b2	[0,-1,0,-920,-10404]	3 1 2
2904.c1	[0,-1,0,-46504,3875500]	3 1 2
2904.c2	[0,-1,0,-7784,-261732]	3 1 2
2904.c3	[0,-1,0,-2944,59644]	3 1 2
2904.c4	[0,-1,0,-524,-3276]	3 1 2
2904.c5	[0,-1,0,81,-372]	3 1 2
2904.c6	[0,-1,0,1896,231948]	3 1 2
2904.d1	[0,-1,0,27064,621084]	3 1 2
2904.e1	[0,-1,0,224,-548]	3 1 2
2904.f1	[0,-1,0,-20852,1164132]	3 1 2
2904.f2	[0,-1,0,-887,30120]	3 1 2
2904.g1	[0,-1,0,-57152,-5239188]	3 1 2
2904.g2	[0,-1,0,-3912,-64260]	3 1 2
2904.g3	[0,-1,0,-1492,21892]	3 1 2
2904.g4	[0,-1,0,10608,-441780]	3 1 2
2904.h1	[0,-1,0,-172,-812]	3 1 2
2904.h2	[0,-1,0,-7,-20]	3 1 2
2904.i1	[0,1,0,-85224,-9604608]	3 1 2
2904.i2	[0,1,0,-12624,332880]	3 1 2
2904.i3	[0,1,0,-5364,-149184]	3 1 2
2904.i4	[0,1,0,81,-7614]	3 1 2
2904.j1	[0,1,0,-84,-288]	3 1 2
2904.j2	[0,1,0,136,-1344]	3 1 2
2904.k1	[0,1,0,-10204,342560]	3 1 2
2904.k2	[0,1,0,16416,1854576]	3 1 2
2904.l1	[0,1,0,-1008,-3984]	3 1 2
2904.l2	[0,1,0,3832,-27216]	3 1 2
2904.m1	[0,1,0,-8873,-369525]	3 1 2
2904.n1	[0,1,0,-73,251]	3 1 2
2904.o1	[0,1,0,-969976,367373312]	3 1 2
2904.o2	[0,1,0,-965136,371225952]	3 1 2
3168.a1	[0,0,0,-2822691,1825337270]	5 2 1
3168.a2	[0,0,0,-187356,24784544]	5 2 1
3168.a3	[0,0,0,-176421,28519940]	5 2 1
3168.a4	[0,0,0,-165531,32194226]	5 2 1
3168.b1	[0,0,0,-81,-216]	5 2 1
3168.b2	[0,0,0,189,-1350]	5 2 1
3168.c1	[0,0,0,-11961,503496]	5 2 1
3168.c2	[0,0,0,-11691,527310]	5 2 1
3168.d1	[0,0,0,-11961,-503496]	5 2 1
3168.d2	[0,0,0,-11691,-527310]	5 2 1
3168.e1	[0,0,0,-2822691,-1825337270]	5 2 1
3168.e2	[0,0,0,-187356,-24784544]	5 2 1
3168.e3	[0,0,0,-176421,-28519940]	5 2 1
3168.e4	[0,0,0,-165531,-32194226]	5 2 1
3168.f1	[0,0,0,-81,216]	5 2 1
3168.f2	[0,0,0,189,1350]	5 2 1
3168.g1	[0,0,0,-408,-3184]	5 2 1
3168.h1	[0,0,0,72,-3024]	5 2 1
3168.i1	[0,0,0,72,3024]	5 2 1
3168.j1	[0,0,0,-408,3184]	5 2 1
3168.k1	[0,0,0,-540,-864]	5 2 1
3168.k2	[0,0,0,-405,-3132]	5 2 1
3168.l1	[0,0,0,-60,32]	5 2 1
3168.l2	[0,0,0,-45,116]	5 2 1
3168.m1	[0,0,0,-885,-10132]	5 2 1
3168.m2	[0,0,0,-795,-12274]	5 2 1
3168.n1	[0,0,0,-60,-32]	5 2 1
3168.n2	[0,0,0,-45,-116]	5 2 1
3168.o1	[0,0,0,-885,10132]	5 2 1
3168.o2	[0,0,0,-795,12274]	5 2 1
3168.p1	[0,0,0,-540,864]	5 2 1
3168.p2	[0,0,0,-405,3132]	5 2 1
3168.q1	[0,0,0,-9,8]	5 2 1
3168.q2	[0,0,0,21,50]	5 2 1
3168.r1	[0,0,0,-1164,-14528]	5 2 1
3168.r2	[0,0,0,51,-920]	5 2 1
3168.s1	[0,0,0,-4764,126560]	5 2 1
3168.s2	[0,0,0,-1299,-16198]	5 2 1
3168.s3	[0,0,0,-309,1820]	5 2 1
3168.s4	[0,0,0,501,9758]	5 2 1
3168.t1	[0,0,0,-1329,18648]	5 2 1
3168.t2	[0,0,0,-1299,19530]	5 2 1
3168.u1	[0,0,0,-4764,-126560]	5 2 1
3168.u2	[0,0,0,-1299,16198]	5 2 1
3168.u3	[0,0,0,-309,-1820]	5 2 1
3168.u4	[0,0,0,501,-9758]	5 2 1
3168.v1	[0,0,0,-1329,-18648]	5 2 1
3168.v2	[0,0,0,-1299,-19530]	5 2 1
3168.w1	[0,0,0,-1164,14528]	5 2 1
3168.w2	[0,0,0,51,920]	5 2 1
3168.x1	[0,0,0,-9,-8]	5 2 1
3168.x2	[0,0,0,21,-50]	5 2 1
3168.y1	[0,0,0,24,-272]	5 2 1
3168.z1	[0,0,0,24,272]	5 2 1
3168.ba1	[0,0,0,-93,340]	5 2 1
3168.ba2	[0,0,0,-3,970]	5 2 1
3168.bb1	[0,0,0,-93,-340]	5 2 1
3168.bb2	[0,0,0,-3,-970]	5 2 1
3267.a1	[0,0,1,-1089,14308]	0 3 2
3267.b1	[1,-1,1,-56,190]	0 3 2
3267.c1	[1,-1,1,1429,20980]	0 3 2
3267.d1	[1,-1,1,-749,8880]	0 3 2
3267.e1	[0,0,1,0,-98827]	0 3 2
3267.e2	[0,0,1,0,3660]	0 3 2
3267.f1	[0,0,1,-32670,2273015]	0 3 2
3267.f2	[0,0,1,-3630,-84186]	0 3 2
3267.f3	[0,0,1,0,-333]	0 3 2
3267.f4	[0,0,1,0,8984]	0 3 2
3267.g1	[0,0,1,0,-3]	0 3 2
3267.g2	[0,0,1,0,74]	0 3 2
3267.h1	[1,-1,0,-6738,-233029]	0 3 2
3267.i1	[1,-1,0,-6,-5]	0 3 2
3267.j1	[1,-1,0,159,-830]	0 3 2
3267.k1	[0,0,1,-9801,-386323]	0 3 2
3456.a1	[0,0,0,-84,304]	7 3 0
3456.b1	[0,0,0,-189,-1026]	7 3 0
3456.c1	[0,0,0,-84,-304]	7 3 0
3456.d1	[0,0,0,-189,1026]	7 3 0
3456.e1	[0,0,0,12,16]	7 3 0
3456.f1	[0,0,0,27,-54]	7 3 0
3456.g1	[0,0,0,12,-16]	7 3 0
3456.h1	[0,0,0,27,54]	7 3 0
3456.i1	[0,0,0,108,-432]	7 3 0
3456.j1	[0,0,0,3,2]	7 3 0
3456.k1	[0,0,0,108,432]	7 3 0
